Date,adjclose,high,low,close,volume
2022-10-20,347.8020324707031,372.6700134277344,364.6099853515625,365.4100036621094,88283100
2022-10-21,356.25421142578125,374.79998779296875,363.5400085449219,374.2900085449219,131038400
2022-10-24,360.61346435546875,380.05999755859375,373.1099853515625,378.8699951171875,85436900
2022-10-25,366.3719482421875,385.25,378.6700134277344,384.9200134277344,78846300
2022-10-26,363.61163330078125,387.5799865722656,381.3500061035156,382.0199890136719,104087300
2022-10-27,361.66998291015625,385.0,379.3299865722656,379.9800109863281,81971800
2022-10-28,370.2743225097656,389.5199890136719,379.67999267578125,389.0199890136719,100302000
2022-10-31,367.5997619628906,388.3999938964844,385.260009765625,386.2099914550781,96631300
2022-11-01,365.9912414550781,390.3900146484375,383.2900085449219,384.5199890136719,85407600
2022-11-02,356.8061828613281,388.6300048828125,374.760009765625,374.8699951171875,126990400
2022-11-03,353.1322326660156,374.20001220703125,368.7900085449219,371.010009765625,87100100
2022-11-04,358.21490478515625,378.8699951171875,370.0,376.3500061035156,103505200
2022-11-07,361.6414794921875,380.57000732421875,375.5299987792969,379.95001220703125,68286900
2022-11-08,363.5926208496094,385.1199951171875,377.7200012207031,382.0,84641100
2022-11-09,356.10186767578125,381.1400146484375,373.6099853515625,374.1300048828125,78495500
2022-11-10,375.671142578125,395.0400085449219,385.6400146484375,394.69000244140625,141455800
2022-11-11,379.3070983886719,399.3500061035156,393.6099853515625,398.510009765625,93839900
2022-11-14,376.0804138183594,400.17999267578125,394.8299865722656,395.1199951171875,71903500
2022-11-15,379.2879638671875,402.30999755859375,394.489990234375,398.489990234375,93194500
2022-11-16,376.3945617675781,397.7799987792969,394.7900085449219,395.45001220703125,68508500
2022-11-17,375.24285888671875,394.95001220703125,390.1400146484375,394.239990234375,74496300
2022-11-18,376.9465637207031,397.80999755859375,393.0400085449219,396.0299987792969,92922500
2022-11-21,375.575927734375,395.82000732421875,392.6600036621094,394.5899963378906,51243200
2022-11-22,380.6300964355469,400.07000732421875,395.1499938964844,399.8999938964844,60429000
2022-11-23,383.0286865234375,402.92999267578125,399.30999755859375,402.4200134277344,68261600
2022-11-25,382.9429931640625,402.9100036621094,401.5400085449219,402.3299865722656,30545400
2022-11-28,376.8323974609375,400.80999755859375,395.1099853515625,395.9100036621094,67881600
2022-11-29,376.18505859375,397.29998779296875,393.29998779296875,395.2300109863281,52310000
2022-11-30,388.03521728515625,407.67999267578125,393.4800109863281,407.67999267578125,144566700
2022-12-01,387.7496337890625,410.0,404.75,407.3800048828125,76398200
2022-12-02,387.30230712890625,407.8599853515625,402.1400146484375,406.9100036621094,85342700
2022-12-05,380.33502197265625,404.92999267578125,398.1700134277344,399.5899963378906,77289800
2022-12-06,374.8525695800781,399.989990234375,391.6400146484375,393.8299865722656,77972200
2022-12-07,374.21484375,395.6400146484375,391.9700012207031,393.1600036621094,65927900
2022-12-08,377.1463928222656,397.3599853515625,393.2699890136719,396.239990234375,60737900
2022-12-09,374.3290710449219,397.6199951171875,393.1499938964844,393.2799987792969,81447700
2022-12-12,379.7258605957031,398.95001220703125,393.4100036621094,398.95001220703125,75405800
2022-12-13,382.6003112792969,410.489990234375,399.07000732421875,401.9700012207031,123782500
2022-12-14,380.1542053222656,405.5,396.30999755859375,399.3999938964844,108111300
2022-12-15,370.85498046875,395.25,387.8900146484375,389.6300048828125,117705900
2022-12-16,366.4766540527344,386.5799865722656,381.0400085449219,383.2699890136719,119858000
2022-12-19,363.36895751953125,383.82000732421875,378.2799987792969,380.0199890136719,79878100
2022-12-20,363.8662109375,382.2300109863281,377.8500061035156,380.5400085449219,74427200
2022-12-21,369.306884765625,387.4100036621094,382.69000244140625,386.2300109863281,78167400
2022-12-22,364.0382995605469,386.2099914550781,374.7699890136719,380.7200012207031,100120900
2022-12-23,366.13238525390625,383.05999755859375,378.0299987792969,382.9100036621094,59857300
2022-12-27,364.68853759765625,383.1499938964844,379.6499938964844,381.3999938964844,51638200
2022-12-28,360.15625,383.3900146484375,376.4200134277344,376.6600036621094,70911500
2022-12-29,366.6391906738281,384.3500061035156,379.0799865722656,383.44000244140625,66970900
2022-12-30,365.6734619140625,382.5799865722656,378.42999267578125,382.42999267578125,84022200
2023-01-03,364.1339416503906,386.42999267578125,377.8299865722656,380.82000732421875,74850700
2023-01-04,366.9450988769531,385.8800048828125,380.0,383.760009765625,85934100
2023-01-05,362.7570495605469,381.8399963378906,378.760009765625,379.3800048828125,76970500
2023-01-06,371.0758361816406,389.25,379.4100036621094,388.0799865722656,104189600
2023-01-09,370.8654479980469,393.70001220703125,387.6700134277344,387.8599853515625,73978100
2023-01-10,373.46630859375,390.6499938964844,386.2699890136719,390.5799865722656,65358100
2023-01-11,378.18988037109375,395.6000061035156,391.3800048828125,395.5199890136719,68881100
2023-01-12,379.5667419433594,398.489990234375,392.4200134277344,396.9599914550781,90157700
2023-01-13,381.0392761230469,399.1000061035156,393.3399963378906,398.5,63903900
2023-01-17,380.3412780761719,400.2300109863281,397.05999755859375,397.7699890136719,62677300
2023-01-18,374.33642578125,400.1199951171875,391.2799987792969,391.489990234375,99632300
2023-01-19,371.611328125,391.0799865722656,387.260009765625,388.6400146484375,86958900
2023-01-20,378.5341491699219,396.0400085449219,388.3800048828125,395.8800048828125,91806400
2023-01-23,383.07598876953125,402.6499938964844,395.7200012207031,400.6300048828125,84178800
2023-01-24,382.664794921875,401.1499938964844,397.6400146484375,400.20001220703125,59524900
2023-01-25,382.8082275390625,400.70001220703125,393.55999755859375,400.3500061035156,84800300
2023-01-26,387.01544189453125,404.9200134277344,400.0299987792969,404.75,72287400
2023-01-27,387.9046630859375,408.1600036621094,403.44000244140625,405.67999267578125,68346200
2023-01-30,383.0376892089844,405.1300048828125,400.2799987792969,400.5899963378906,74202000
2023-01-31,388.6696472167969,406.5299987792969,400.7699890136719,406.4800109863281,86811800
2023-02-01,392.80029296875,413.6700134277344,402.3500061035156,410.79998779296875,101459200
2023-02-02,398.518310546875,418.30999755859375,412.8800048828125,416.7799987792969,101654500
2023-02-03,394.2825012207031,416.9700012207031,411.0899963378906,412.3500061035156,94736800
2023-02-06,391.87286376953125,411.2900085449219,408.1000061035156,409.8299865722656,60295300
2023-02-07,396.9979553222656,416.489990234375,407.57000732421875,415.19000244140625,90990700
2023-02-08,392.6568908691406,414.5299987792969,409.92999267578125,410.6499938964844,76227500
2023-02-09,389.2529602050781,414.57000732421875,405.80999755859375,407.0899963378906,78694900
2023-02-10,390.1612854003906,408.44000244140625,405.010009765625,408.0400085449219,70769700
2023-02-13,394.7414245605469,412.9700012207031,408.239990234375,412.8299865722656,64913500
2023-02-14,394.5597839355469,415.04998779296875,408.510009765625,412.6400146484375,88389300
2023-02-15,395.84100341796875,414.05999755859375,409.4700012207031,413.9800109863281,61555700
2023-02-16,390.3907470703125,412.9100036621094,408.1400146484375,408.2799987792969,76431500
2023-02-17,389.41546630859375,407.510009765625,404.04998779296875,407.260009765625,89257800
2023-02-21,381.6034240722656,404.1600036621094,398.82000732421875,399.0899963378906,82655900
2023-02-22,381.07757568359375,401.1300048828125,397.0199890136719,398.5400085449219,83742300
2023-02-23,383.1046447753906,402.20001220703125,396.25,400.6600036621094,96242400
2023-02-24,379.0122375488281,397.25,393.6400146484375,396.3800048828125,108194400
2023-02-27,380.3030700683594,401.2900085449219,396.75,397.7300109863281,80444700
2023-02-28,378.8974609375,399.2799987792969,396.1499938964844,396.260009765625,96438600
2023-03-01,377.4440612792969,396.69000244140625,393.3800048828125,394.739990234375,99706800
2023-03-02,380.3795166015625,398.69000244140625,392.3299865722656,397.80999755859375,85127800
2023-03-03,386.4799499511719,404.45001220703125,399.0299987792969,404.19000244140625,90120000
2023-03-06,386.7477111816406,407.45001220703125,404.010009765625,404.4700012207031,72795900
2023-03-07,380.8193664550781,404.6700134277344,397.6300048828125,398.2699890136719,108310600
2023-03-08,381.4408874511719,399.7099914550781,396.5899963378906,398.9200134277344,74746600
2023-03-09,374.40338134765625,401.4800109863281,390.5299987792969,391.55999755859375,111945300
2023-03-10,369.00091552734375,393.1600036621094,384.32000732421875,385.9100036621094,189253000
2023-03-13,368.47503662109375,390.3900146484375,380.6499938964844,385.3599853515625,157790000
2023-03-14,374.56591796875,393.45001220703125,387.04998779296875,391.7300109863281,149752400
2023-03-15,372.2232666015625,389.489990234375,383.7099914550781,389.2799987792969,172996900
2023-03-16,378.7539978027344,396.4700012207031,386.2900085449219,396.1099853515625,143254200
2023-03-17,374.32537841796875,394.3999938964844,388.54998779296875,389.989990234375,140553400
2023-03-20,377.92474365234375,394.1700134277344,390.07000732421875,393.739990234375,93055800
2023-03-21,382.8870544433594,399.4100036621094,395.5799865722656,398.9100036621094,91524200
2023-03-22,376.3601989746094,402.489990234375,392.07000732421875,392.1099853515625,111746600
2023-03-23,377.3775939941406,399.2900085449219,390.3500061035156,393.1700134277344,119351300
2023-03-24,379.8539733886719,395.8399963378906,389.3999938964844,395.75,107682400
2023-03-27,380.5643310546875,398.9200134277344,395.55999755859375,396.489990234375,74010400
2023-03-28,379.7100524902344,396.489990234375,393.69000244140625,395.6000061035156,62871700
2023-03-29,385.2290344238281,401.6000061035156,398.67999267578125,401.3500061035156,77497900
2023-03-30,387.4847106933594,404.3500061035156,401.760009765625,403.70001220703125,69840000
2023-03-31,392.9461669921875,409.70001220703125,404.54998779296875,409.3900146484375,112062600
2023-04-03,394.4434509277344,411.3699951171875,408.44000244140625,410.95001220703125,67391100
2023-04-04,392.2550048828125,411.9200134277344,407.239990234375,408.6700134277344,66601500
2023-04-05,391.22802734375,408.70001220703125,405.8800048828125,407.6000061035156,65200200
2023-04-06,392.754150390625,409.4800109863281,405.67999267578125,409.19000244140625,63743300
2023-04-10,393.1571960449219,409.69000244140625,405.9700012207031,409.6099853515625,63681000
2023-04-11,393.2629089355469,411.17999267578125,408.9200134277344,409.7200012207031,59297900
2023-04-12,391.659912109375,412.1700134277344,407.44000244140625,408.04998779296875,86420400
2023-04-13,396.8622741699219,413.8399963378906,407.989990234375,413.4700012207031,85814800
2023-04-14,395.8927917480469,415.0899963378906,410.05999755859375,412.4599914550781,78161500
2023-04-17,397.3133239746094,413.9599914550781,411.0899963378906,413.94000244140625,66436400
2023-04-18,397.57244873046875,415.7200012207031,412.7799987792969,414.2099914550781,63560000
2023-04-19,397.50531005859375,415.0799865722656,412.1600036621094,414.1400146484375,55227300
2023-04-20,395.3360595703125,413.70001220703125,410.2699890136719,411.8800048828125,75840400
2023-04-21,395.64324951171875,412.67999267578125,410.1700134277344,412.20001220703125,73457400
2023-04-24,396.0559997558594,413.07000732421875,410.6000061035156,412.6300048828125,64332100
2023-04-25,389.7690734863281,411.1600036621094,406.0199890136719,406.0799865722656,97766700
2023-04-26,388.11810302734375,407.8399963378906,403.7799987792969,404.3599853515625,80447000
2023-04-27,395.84478759765625,412.69000244140625,406.739990234375,412.4100036621094,92968400
2023-04-28,399.22344970703125,415.94000244140625,411.42999267578125,415.92999267578125,89433100
2023-05-01,398.82037353515625,417.6199951171875,415.2699890136719,415.510009765625,62122300
2023-05-02,394.3378601074219,414.82000732421875,407.82000732421875,410.8399963378906,103998500
2023-05-03,391.6310729980469,413.8699951171875,407.7699890136719,408.0199890136719,91531800
2023-05-04,388.8572082519531,407.2699890136719,403.739990234375,405.1300048828125,94901900
2023-05-05,396.0559997558594,413.7200012207031,408.6400146484375,412.6300048828125,87891800
2023-05-08,396.1615905761719,413.239990234375,411.2799987792969,412.739990234375,50046800
2023-05-09,394.4242248535156,412.0899963378906,410.69000244140625,410.92999267578125,49220100
2023-05-10,396.2671203613281,414.5400085449219,408.8699951171875,412.8500061035156,96142900
2023-05-11,395.5760498046875,412.42999267578125,409.9700012207031,412.1300048828125,70157100
2023-05-12,395.0577392578125,413.6400146484375,409.07000732421875,411.5899963378906,70481500
2023-05-15,396.4206848144531,413.42999267578125,410.2300109863281,413.010009765625,54289400
2023-05-16,393.7716064453125,412.82000732421875,410.239990234375,410.25,57705500
2023-05-17,398.55157470703125,415.8599853515625,410.6400146484375,415.2300109863281,87287000
2023-05-18,402.39093017578125,419.6700134277344,414.6700134277344,419.2300109863281,97177200
2023-05-19,401.8053894042969,420.7200012207031,417.3500061035156,418.6199951171875,103793300
2023-05-22,401.9685363769531,420.3900146484375,417.3500061035156,418.7900085449219,60745400
2023-05-23,397.4573974609375,418.7200012207031,413.67999267578125,414.0899963378906,86383500
2023-05-24,394.5777893066406,412.82000732421875,409.8800048828125,411.0899963378906,89213700
2023-05-25,397.99481201171875,416.1600036621094,412.4100036621094,414.6499938964844,90961600
2023-05-26,403.149169921875,420.7699890136719,415.25,420.0199890136719,93830000
2023-05-30,403.302734375,422.5799865722656,418.739990234375,420.17999267578125,72216000
2023-05-31,401.06634521484375,419.2200012207031,416.2200012207031,417.8500061035156,110811800
2023-06-01,404.87689208984375,422.9200134277344,416.7900085449219,421.82000732421875,88865000
2023-06-02,410.7318420410156,428.739990234375,423.95001220703125,427.9200134277344,91426200
2023-06-05,409.9447937011719,429.6199951171875,426.3699951171875,427.1000061035156,65460200
2023-06-06,410.8374328613281,428.5799865722656,425.989990234375,428.0299987792969,64022200
2023-06-07,409.4168701171875,429.6199951171875,426.1099853515625,426.54998779296875,85373300
2023-06-08,411.8931884765625,429.6000061035156,425.82000732421875,429.1300048828125,61952800
2023-06-09,412.63232421875,431.989990234375,428.8699951171875,429.8999938964844,85742800
2023-06-12,416.3756408691406,433.8800048828125,430.1700134277344,433.79998779296875,76104300
2023-06-13,419.1207580566406,437.3299865722656,434.6300048828125,436.6600036621094,95899700
